Comment,Polarity,Sentiment
Wait what does this have to do with being woke? Im seeing comments related to that,0.0,Neutral
Termimator 2 is awesome!  I think its better than the original,0.625,Positive
That fact that Lady GaGa was in it kept me from seeing it.,0.0,Neutral
Terminator 2,0.0,Neutral
Bro saved me some 💵,0.0,Neutral
This was  a bigger FAILURE  than United States 🇺🇸 border control in 2024.,-0.15833333333333335,Negative
<i>&quot;RIP Squid Game S2&quot;</i> - Matt Walsh,-0.4,Negative
"The exception for unplanned sequels is definitely the Jurassic Park franchise.  The first movie pretty closely follows the book and then the rest of them are really just more of the same.<br><br>The trick of it is that dinosaurs eating people never gets old.  It’s classic it’s timeless. I will always want to see dinosaurs eating people.  Preferably greedy tax lawyers, but I’m OK with anyone that the movie has made me dislike.",0.24583333333333335,Positive
"Wokism claimed another victim 🤮🤮 Why did Joaquin Phoenix even accept this shit in the first place? <a href=""http://www.youtube.com/results?search_query=%23nogaga"">#NOGAGA</a>",-0.00833333333333334,Negative
Back to the future is a rare example of an unplanned good sequel.,0.25,Positive
Has anyone liked it? They try hard to make shitty films…,0.15416666666666665,Positive
Aliens is a great sequel that want planned when Alien was made. The rest of what you said about the movie is absolutely true.,0.3,Positive
"Its just your average French love story. Guy falls for chain smoking he/she, guy gets graped by prison guards, woman hates him, guy gets shanked in prison FIN. SPOILERS!",0.15833333333333333,Positive
Looks like killing Pepe the frog :-DDDD,0.0,Neutral
Joker  was a garba... and this Joker musical  is worse,-0.2,Negative
"How can we trust Rotten Tomatoes, considering the 84%-94% rating on Wakanda Forever? 🤷‍♀️",0.0,Neutral
The pitch meeting video by Ryan George is amazing,0.6000000000000001,Positive
"Terminator 2, Aliens, Maverick and Empire strikes back come to mind as excellent sequels. T2 arguably better than the first.",0.4375,Positive
Am I the only one who likes it? Lol,0.4,Positive
As I understood it this film is a big f*ck you from Todd Philipps to everyone who wanted a sequel because he didn&#39;t want to make one...,0.0,Neutral
Here’s how Joker 2’s ending COULD HAVE BEEN BETTER (my fanfic):<br><br>The courtroom explosion was actually caused by Harley&#39;s pyrotechnic obsession by lighting a car on fire. Then they escape to the infamous stairs only to have Harley pull out a gun and says “only I get to kill the joker” and shoots him in the stomach and he falls down the stairs. Then bringing the gun to her own head and the screen goes black. The end.<br><br>This emphasizes how sick and intertwined their obsession with each other was. I think this would have at least elevated the movie to ok status.,-0.03012566137566138,Negative
Terminator and Alien probably have the best sequels ever and not planned by the filmmaker so is chatting shit in that respect,0.18333333333333335,Positive
Folie à Deux is a well known expression is it not? It describes premeditated crimes committed by a couple.,0.0,Neutral
"Lady Gaga is in the film, that’s enough for me, I won’t be watching.",0.0,Neutral
All this guy does is shit on everything with an air of superiority,-0.2,Negative
What do you mean &quot;Nobody like it?&quot;  The movie received a 33% Rotten Tomatoes score and a 32%  Popcornmeter score..  People actually liked it.,0.14375,Positive
I actually watched the 1st one because Jordan Peterson raved about it.,0.0,Neutral
"Joker folie a deux story Summary <a href=""https://www.youtube.com/watch?v=NFCeA5VlzPE"">https://youtu.be/NFCeA5VlzPE?si=D_O4LHTtVc7yIn_Z</a>",0.0,Neutral
A title Self-centered USA monolinguals can&#39;t pronounced not anybody 🤡,0.0,Neutral
Terminator 2 was better than the first movie but I can’t think of anything else.,0.375,Positive
Joker 2: Failure à Deux,-0.3166666666666667,Negative
"Saw it yesterday. I liked it. If the first one was a character study, the sequel was a melancholy musical tragedy, starring our main character and his disturbed muse. Beautifully shot, well acted, that familiar uncomfortable tone throughout, and a handful of great moments of inappropriate-laughter -inducing dark humor. 8.5/10.",0.2657407407407408,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=181"">3:01</a> Blade Runner 2049. There&#39;s an outlier",0.0,Neutral
All marvel is boycott,0.0,Neutral
"The Woker, dollop of poo.",0.0,Neutral
Lady Gaga should give up acting.,0.0,Neutral
Lady ga ga musical crap film,-0.4,Negative
"Quite honestly, the Joker absolutely DID NOT need a sequel. Phoenix did an amazing job in the Joker and it was fantastic.",0.45000000000000007,Positive
The best part of the movie was the cigar I had before watching the movie,1.0,Positive
"The Back To The Future sequels weren&#39;t planned, only after the first one.",0.0625,Positive
"Never thought I&#39;d end up agreeing with the vast majority of what Matt Walsh is saying here. The only disagreement I have is the last part, where he said that the film industry is dying. The American film industry makes so much money that it isn&#39;t even funny, they just made about 2 billion dollars on Deadpool, Alien, and Beetlejuice 2, all over the summer. They can make 3 or 4 flops and then make it up with one blockbuster. The industry isn&#39;t going anywhere, anytime soon. Creativity and artistic innovation is what&#39;s dying, if not already in the grave.",0.06666666666666667,Positive
Of course it will flop. Put Lady Gaga in anything to guarantee its failure,-0.3166666666666667,Negative
🤮 Lady Gaga is no Harley Quinn.,0.0,Neutral
Hollywood lol ... theyre more focused on skin color and wokeness..,0.65,Positive
"Is this Matt&#39;s opinion, or that of his russian handlers? The movie sucks, but tenet media has lost all credibility. Sold out to a dictator.",-0.15,Negative
"Meh, I liked it a lot.",0.6,Positive
"More often than not the more &quot;hype&quot; a movie gets, the worse the movie is.",0.19999999999999998,Positive
MASS FAIL,-0.5,Negative
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=184"">3:04</a> Back to the Future 2 AND 3, Terminator 2, Aliens… all not planned and are just better than the original",0.21875,Positive
"Aliens, duh",-0.3,Negative
There’s an Alien saying “hold my beer”,-0.25,Negative
“It hates the people that are watching it”<br>Sounds like every project Disney has touched in the last decade,0.0,Neutral
First one sucked and second one sucked even more.,0.25,Positive
Folie à doo doo,0.0,Neutral
You dont get it!!!<br>Its all a set up for the joker 3!!,0.0,Neutral
Joker 2 is a clip show?,0.0,Neutral
"If you&#39;re mad about this sequel, what will you now say about the forgettable matrix &#39;4&#39;?",-0.5625,Negative
Don&#39;t worry Matt you can&#39;t ruin a movie for me that I&#39;ll never see,0.0,Neutral
Think about the future Jack.,0.0,Neutral
I wonder why Joaquin would not reject the script his acting reputation is so much better than this I love what he brings to a character he is the last of the great actors this script could not be saved even by him so sad,0.21666666666666667,Positive
"Dont listen to the negative reviews. Joker 2 was Amazing<br><a href=""https://www.youtube.com/watch?v=jXaBp-S2qWU"">https://youtu.be/jXaBp-S2qWU</a>",-0.3,Negative
"⚠️ Excuse me, but the musicals are not just &quot;sprinkled&quot; throughout the movie. The musicals are DROPPED at unexpected and unrelated moments in between dialogues. Some of them are not even spectacles, some of them are just acapella with no music and awkward dancing which looks exactly as if someone was singing and dancing to the music in their headphones. In their mind, it feels like they&#39;re immersed into the music, but the people around them are just looking at this crazy person singing and dancing to nothing. It became so annoying, that I rolled my eyes every time they were talking, and out of nowhere they just started singing. And the depressed voice of Arthur Fleck is not even appealing, so imagine him singing unrelated songs with no music and almost whispering the lyrics. <br><i>_________________________________________________</i><br>By the way, if you want to introduce feminist agenda into a Joker and Harley Quinn story, wouldn&#39;t it make more sense for Joker to manipulate Harley, since men are oppressive and tyrannical? Why is the female pulling the strings making her look like a villain?",-0.07777777777777778,Negative
"The Nephilim Looked Like Clowns.<br><br><a href=""https://youtube.com/@uconspiracy?si=M-dQRhdr0PmxJPaG"">https://youtube.com/@uconspiracy?si=M-dQRhdr0PmxJPaG</a>",0.0,Neutral
Indiana jones,0.0,Neutral
Heath was the ultimate joker now one can ever top him.,0.25,Positive
"Ok, now I know that the FUCKING JOKER gets killed in the Joker movie! I won’t see it now! The Joker NEVER is supposed to die in the comics. The COMICS! And the comics, the original and TRUE comics, are what’s important…….NOT a Hollywood cash-grab.",0.046875,Positive
You should watch Terrifier 3 because it&#39;s doing extremely well. (Way better then &#39;am I a racist&#39;) but you would find a way to cry about it. &quot;ITz inSulTinG to C@thOLiCz&quot; or some bs to cry about,-0.09375,Negative
90% DROP OOF,0.0,Neutral
"It flopped for 3 reasons: It’s a musical, he gets gang raped, then murdered. The sequel is literally a big FU to the fans of the first film.",0.08333333333333333,Positive
"Stop watching Hollywood, Europe does cinema better and has for years",0.5,Positive
Nothing worse than a critic,-0.4,Negative
The first one looked like a movie for thirteen year olds who think watching an R-rated comicbook movie makes them an adult.,0.175,Positive
"I feel as no one trys anymore to make real entertainment. I don&#39;t like watching movies I get really bored with them pretty quickly but I remember movies like robo cop, full metal jacket, Terminator, tremors all being really good today movies and videos games are just lame. I play videogames and I only really play fallout 3 and fallout new Vegas because all the games I try to play seems to me they lack anything that made older games good. Like good characters and being able to interact with the environment witch most games don&#39;t have any more. I really believe people as a whole just gotten lazy",0.23086124401913877,Positive
It&#39;s a great movie.,0.8,Positive
"For sequel films, not in the original vision that eclipsed the original--all I&#39;ve got are: <br>FP2: Beats of Rage, <br>Anacondas: The Hunt for the Blood Orchid.<br>Both of those sequels basically built a whole new plot on top of the originals and the rest of their series basically followed the second movie more than the original.",0.29805194805194807,Positive
"Haven’t seen it yet, but I suppose I could see Arthur having a change of heart.  Initially, he was just a troubled dude with laughter issues and a codependent relationship with his more troubled mother.  He was delusional, sad, and ignored by polite society.  He wasn’t even initially homicidal, as his first killings were (nearly) all self-defense.  <br><br>Not sure if he’s forced back onto his meds in the new one, but it seemed like he was far worse being OFF them in the original.  Medicating him heavily could definitely bring about the sense that he’d done wrong in the first movie because, again, he wasn’t a killer.  He was on ten (or more, don’t recall exactly) different meds in the first film, and then he’s just off them.  That’s a brain scramble that anyone would have trouble dealing with.  Again, not justifying the murders, just shedding light on the fact that there was the lonely, delusional Arthur and the homicidal Arthur.  The medicated and the unmedicated.  He carried the gun for protection after being jumped, not to use it randomly on unsuspecting or (in Arthur’s mind) undeserving pedestrians.<br><br>In a way, this story of a potential new Joker makes more sense because we never got the feeling that Arthur was a criminal mastermind.  Criminal, maybe, when he felt pushed enough to justify being one but not the genius of other iterations of Joker, so maybe it makes sense to have someone else take up the mantle, some chess genius loner who spent his youth reading The Art of War alongside biographies of famous comedians, someone who saw what Arthur really was, a not-too-bright loner who accidentally rallied a movement through acts of violence.  Now he imagines what Arthur COULD have been if he’d stayed the course.  But let’s face it: Arthur Fleck was not homicidal and didn’t even stand up for himself until certain events pushed him over the edge.  It was the origin story (IF his killer is not identified in part 2) of an idea.  Arthur Fleck is not who needs to live on, as he’s too sympathetic for much of the first film.  By the time Batman comes onto the scene, we could be on Joker number five, and no one’s the wiser of his identity (nor would they care, as it’s the plan more than the man).  Perhaps that’s why Todd Phillips set the first movie in the early 80s.  Arthur Fleck would be like 60 years old by the time Bruce Wayne dons the cape and cowl.  Whether living in abject poverty with his nutcase mother or living a middle class life with upstanding parents and the kid’s just a natural sociopath, it doesn’t truly matter where Joker comes from, which was a lot of complaints about the first film.  It’s what he represents.  That’s why his faceless supporters are important to the first movie.  No one knows who they are under the clown masks, just as they don’t know who Arthur is under the makeup.  <a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=414"">6:54</a>",0.0632034632034632,Positive
The joker I remember from the comic world was crazy but also a mad genius….could pull off master plans…Phoenix gets the crazy down pat but as a viewer I’m not buying his Joker could even plan a 7-11 heist.,-0.34611111111111115,Negative
"The guy smiles - There&#39;s a new Joker for <a href=""http://www.youtube.com/results?search_query=%23iii"">#III</a>.",0.13636363636363635,Positive
"No new ideas?!🤯 that’s certainly not true 😂 what did you expect? A pink dolphin to come save him?<br><br>It’s still the same character, so there must be some continuity… to make him fall in love and get a taste of parental responsibility, which could have been the shimmer of humanness that could have finally helped him climb out of his own misery, was quite genius in my opinion…<br><br>And I think the pointlessness you’re pointing to is basically the point of the Joker character.<br>Everything in his life was pointless, he was running in circles in his own head since he was a child. That pointlessness is probably what led him to commit all that pointless violence. And the film ending with revealing that he is not even THE joker, is the cherry on top of his pointlessness. <br>It’s simply a very tragic life story.<br>Except that on this movie there was that little shimmer of hope that he might be able to break that cycle of pointlessness…<br><br>And aside from the story. The creativity in the cinematography and the art direction is simply amazing!<br>And the singing was a lot better implemented than in Disney movies. A lot less repetitive, a lot more interesting songwriting and music. <br><br>I think it was just a matter of expectation. <br>That’s most certainly why they didn’t call it Joker 2.<br>If you look at it as a long post credit scene from the first movie, it’s amazing.<br><br>Just try to see it for what it is and appreciate all the creativity and mastery that all these amazing people put into it!<br>They didn’t think about milking a story, when they set up those lights, built those sets and slipped into the skins of those characters.<br><br>You can’t change your view of every film by looking at it like this, but with this one you can definitely do it!",0.12661297036297037,Positive
"Joker was a repudiation of cities and modern society. Joker 2 is &quot;No, he was wrong, he sorry. Be a good consumer.&quot;",-0.025000000000000022,Negative
"Arthur really killed 5 people like they said in Joker 2 (3 guys, Randall and Tv guy)?<br><br>The trial talk about it, but idk why people don&#39;t get than Arthur really killed another one… the psychology at the end of Joker 1.<br><br>Why that lady not appears in trial? Bc she wasn&#39;t killed yet. If you noticed, in that ““That&#39;s Life” final scene, Arthur said “you cant get it” bc the joker jokes are so bad just like Joker 2; at the end of Joker 2, Arthur was killed to give born to Joker; and in that moment begin the “That&#39;s Life” of Joker 1, who will be the Intro of Joker 3.<br><br>Why people don&#39;t get the 6 murdered? There&#39;s not 5,.",-0.24999999999999997,Negative
"I am not interested in seeing the new Joker.<br><br>Based on the described ending, it just created the endless Joker movies with someone picking up the mantle of the dead Joker, over and over and over again.",-0.07840909090909091,Negative
This is why Shakespeare didnt make sequels.,0.0,Neutral
"Aliens is arguably such a case, of a sequel being better or as good as the original, while not having been planned from the begining. Star Wars: The Empire Strikes Back arguably was too. So it is definitely not impossible, the corporate forces at play just don&#39;t make it very favorable xDv It is not that Joker 2 tried the impossible and fail because it was impossible, no, it tried something difficult and failed because it was bad. &quot;Aim high, fail nobly&quot; did not apply here",-0.11031249999999998,Negative
Top Gun Maverick is an exception.,0.5,Positive
Joker 2 : folly of fhaghots,0.0,Neutral
"To me, Joker2 was a big downgrade from the first movie, but still wasnt awfull.<br>I feel that Joker1 was a great movie about mental health, but a poor movie about a DC character. It makes more sense if you seperate it from DC and take it on face value as a movie about a guy with mental health issues.<br>Joker2 is the same, but no where near as good.<br>The music was unnessecary, and the film would have benefited from a longer period of him being out fo jail, on a murderous rampage.",0.095,Positive
"Not only are movies dying, movie theatres are dying",0.0,Neutral
Great video great points,0.8,Positive
ALIENS ... ?,0.0,Neutral
"Movies, video games, it’s all the same story. The people with all the power and money within these industries are the least talented people and are ruining successful franchises one by one.",0.2875,Positive
"Art the Clown demolished Joker this weekend, and it had a $2.5M budget. Hollywood is going way of the dinosaur.",0.0,Neutral
That sucks. I haven’t seen it. But the feedback is so disappointing. ‘Joker’ was a powerhouse of creativity to me. Damnit,-0.44999999999999996,Negative
Liked joker 2 more than the 1st. Fleck got what he deserved.,0.55,Positive
Thanks for saving me the time and money… defs not gonna watch it,0.2,Positive
"Both JOKER and JOKER 2 are two movies that should not exist. There is absolutely no reason that this movie both of them should’ve been even thought of. The joker did not need a backstory. The fact that Phoenix played such a terrible character, which played into today’s feeble society, that is so hyped up on taking drugs to figure out life is absolutely pathetic. These are two movies that need to be wiped from existence… they are absolute garbage. Just like Robert Pattinson’s Batman, absolute garbage.",-0.3142857142857142,Negative
Hollywood lives under the narcissistic delusion that they are more powerful than universal archetypes,0.26666666666666666,Positive
As soon as I found out it was a musical I said no thanks I can wait for max,-0.05,Negative
"It wasn&#39;t a bad movie but there was a scene where I really felt wasn&#39;t necessary and I did not like it. I felt it was too much for most audiences, regardless being R-rated by american standards. Part of the story line wasn&#39;t very clear.",0.04714285714285717,Positive
"The writer was trying to prove exactly what he did: ppl were only interested in the Joker when he behaved like the Joker-not when he was just Arthur. The audience treated him just like Harley did. Whether we enjoyed the film or not, the director proved his point simply by how ppl have responded.",0.2,Positive
each to their own. i heard gay people liked this movie.,0.5388888888888889,Positive
Not only it sucks but it’s disrespecting to Heath Ledger as well,-0.15,Negative
Hollywood is killing itself. It makes no sense. It&#39;s like they are purposely trying to lose everything they have. The notion of &quot;I&#39;m too big to fail&quot; applies to NOTHING! Including Hollywood.,0.0,Neutral
There was only one Joker and he can&#39;t make any more movies.,0.25,Positive
"How dare you fail to mention Tim Dillon when recounting the great talent involved in this s show! Btw, y’all should do something together.",0.25,Positive
"Die hard 2<br>Die hard with a vengeance<br>Rocky 2, 3, 4<br><br>Just to name a couple",-0.2916666666666667,Negative
If you have to ask that you shouldn&#39;t be making movie videos lol,0.8,Positive
Peace of sh.... movie,0.0,Neutral
"The Empire Strikes Back, Star Trek II: The Wrath of Khan, Mad Max II: The Road Warrior. Just saying.",-0.3125,Negative
"I would argue that neither Aliens nor Terminator 2 were planned sequels, and they did well.",0.0,Neutral
Terminator 2,0.0,Neutral
"&quot;Foley a doo.&quot;<br>&quot;A title nobody can pronounce.&quot;<br>Not unless you&#39;re a French speaker, or finished high school. Spoken like a true American.",0.1275,Positive
"What do you expect from Gaga? She’s a M Abramovic acolyte. That says everything you need to know about the witch, as well as the projects she’s involved with.",0.0,Neutral
"I just don’t get why not have someone break him out of Arkham, idk 12 years after the events of the first film, and he starts trying to lead his followers but this annoying guy in a bat suit starts showing up and now he diverts his passion into defeating this guy ruining his cult.",-0.275,Negative
"The first movie was perfect. It presented the story of this &quot;Arthur Fleck&quot; who&#39;s actually just a figment of Joker&#39;s imagination. You know, one of his multiple choice pasts? All they needed to do with the second movie was pretty much the same, but with Harley in the mix.",0.2125,Positive
"Back to the future 2 ,indiana jones 2 are examples of sequels that were not planned bit killed it at the box office",-0.06666666666666667,Negative
Good. A dishonest review wouldn&#39;t have been much help after all.,0.19999999999999998,Positive
I knew it was gonna suck after I heard it was gonna be a musical,0.0,Neutral
NO. IT&#39;S EXCELLENT AND YOU PEOPLE ARE NOT SMART.,0.44642857142857145,Positive
everyone is not as useless in foreign languages as you are,-0.3125,Negative
"Doing film reviews now, Matt? 😮",0.0,Neutral
"In a recession,  most people won&#39;t pay movie theaters prices,  the movie will make it&#39;s money in movie channels and DVD. You can polish a TURD, but it&#39;s still a TURD!",0.625,Positive
33.    Percent.   😅,0.0,Neutral
"Matt,definitely include the pitiful , talentless and arrogant film industry in your newest movie . &quot;The Dumbing Down  of Young America. <br>I&#39;ll take a &quot;mention&quot; for the title.",-0.02777777777777779,Negative
"I once heard there was a Gandhi II coming out where he&#39;s a slick street thug that drives a Ferrari. I don&#39;t think the film was fully made as Todd Phillips wasn&#39;t involved to screw it up.  <a href=""https://www.youtube.com/watch?v=4ega5Rcct2s"">https://www.youtube.com/watch?v=4ega5Rcct2s</a>",-0.25,Negative
I&#39;m really glad you spoiled it for me because I was going to waste time watching it. Now I&#39;m not. What an unbelievably stupid ending for a character that huge.,-0.024999999999999967,Negative
"as a wise Marsupial said in a different video. &quot;The movie is too obsessed on telling why the first movie was bad, and forgets to tell their own story.&quot;",0.05833333333333335,Positive
there is quit a few movies with good sequels that weren&#39;t planned when the first one was made,0.25,Positive
No one expected another clown from a different genre to beat Joker 2 at the box office.,-0.05,Negative
Not gonna waste even a dollar on watching this gong show.,-0.2,Negative
Hollyweird needs to stop releasing musicals expecting any kind of profit. We are not in the early 60&#39;s anymore,0.35,Positive
"Who would have thought that some Dublin musicians would make the best Joker film of 2024?<br>It&#39;s 2 minutes long  🠇<br><a href=""https://www.youtube.com/watch?v=5-8xPcC6Ij8"">https://youtu.be/5-8xPcC6Ij8</a>",0.475,Positive
"stop watching movies, they all subversive small-hat trash.",0.0,Neutral
Looking forward to it too bad it’s a busy,-0.29999999999999993,Negative
Hollywood it&#39;s No More 👎,-0.25,Negative
"Nolans The Dark Knight  was not planned, its the best out of 3 movies",0.425,Positive
😂😂😂😂😂😂😂😂😂😂😂HOLLYWOOD DESERVE THIS.😂😂😂😂😂😂😂😂😂,0.0,Neutral
terminator 2 wasn&#39;t planned before the first movie was released. it was just capitalizing on popularity. they basically just did the same thing but reversed the roles. it did way better. so it is possible as long as you build on the first movie and make it better while still trying to please the fans. joker 2 tried to insult the fans,0.20714285714285713,Positive
I just didn&#39;t want to sit with my buddies while watching a musical.,0.0,Neutral
"Is Kamala Harris Joker; or the society that helped create Joker? Alternatively is Kamala The Joker. Taking advantage of Joker’s popularity (followers who resent society) to engender the destruction of society: chaos?<br>      Do postmodernists believe what they’re saying, or have they been warning ⚠️‼️ about what they’re saying? Warning about the method modern politicians have to manipulate the truth. Manipulate it to build resentment and outrage (what used to be called demagoguery): false outrage (actual outrage but misplaced), in order to gain power.<br>     Has anyone heard of the “scapegoat”? Not the modern word, but the ancient Jewish practice from where its origin lies? The scapegoat was the opposite of the lamb 🐑. The lamb was sacrificed to God AND the scapegoat was the sacrifice to the powers of evil. While the lamb was killed outright, the scapegoat was sent into the wilderness to, it was supposed, appease or feed the ravenous beasts representing the forces of evil (resentment?).",-0.24000000000000005,Negative
ROCKY 2 and ALIENS come to mind.,0.0,Neutral
Terminator 2,0.0,Neutral
Aliens &amp; Terminator 2,0.0,Neutral
Bitterly disappointed by this sequel 😢,-0.75,Negative
Walking Phoenix,0.0,Neutral
"Evil Dead 2 is dramatically better that the first. And if you think about it, there are a number of horror movies series where the repeats are as good and successful. Outside of that, I agree.",0.14285714285714285,Positive
"The movie was a genius piece of art. Picks right up where the first left off. It’s not a musical, yes there is some singing, but it is all delusional thoughts in his head. Amazing!! Ppl forget the amount of singing and music in the first film. A great ending to this story.",0.3604591836734694,Positive
I&#39;m not recognizing this as having anything to do with The Joker.<br>The director should be sued.,0.0,Neutral
Joker 2: A Folly...Duh.,0.0,Neutral
Successful sequels <br>Ghost busters 2<br>Blade 2<br>Batman returns <br>I can&#39;t think of anymore tbh 😂,0.75,Positive
"Start with a stupid premise, end with a predictable outcome.",-0.5,Negative
I lost all hope for D.C. movies since Superman Returns where Superman flew away with a literal island made from kriptonite.,0.0,Neutral
"I’m sure all the artsty fartsy types are in love with it because of reasons, bit people who actually enjoy good movies think it’s gutter trash.",0.5249999999999999,Positive
"Comon, Aliens wasn&#39;t planned and was on par with Alien.",-0.25,Negative
Why even make an arty version of Batman universe characters? Stay true to the comics like the other movies please,0.11249999999999999,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=180"">3:00</a> The Empire Strikes Back maybe?",0.0,Neutral
Joker: Fully a Duece 🤡,0.0,Neutral
It&#39;s a musical and Phoenix can&#39;t sing. Perhaps they should have stuck with Letto.,0.0,Neutral
Aliens by James Cameron,0.0,Neutral
Terminator 2 did well. :),0.5,Positive
As soon as I saw &quot;Lady Gaga&quot; in the cast I knew it would be woke garbage.,0.0,Neutral
Lethal Weapon movies. They’re all brilliant!,1.0,Positive
Hollywood is lost inside itself. They rise there fist at the fans and don’t want to listen.heat..heat. Ai.<br>I am reminded of trading spaces and the designer rips off the ceiling fan because they don’t like them and their design. But the family likes to be cooler when it’s hot outside. 😂 <br>I AM THE ARTEST! Eat what I made for you. <br>What you mean you don’t like it. You must be a Trump supporter racist!,-0.046875,Negative
Joker 2: Because Money Happened,0.0,Neutral
2nd weekend drop will be above 75% which is disastrous,-0.2333333333333333,Negative
"Joker 2, brought to you by: Hollywood After Dark",-0.15,Negative
"Joker 2 the joke&#39;s on us!🤡 Literally.<br><br>Agree they&#39;re doing an &quot;up yours&quot;, thing is, I wouldn&#39;t mind, if it had something, ANYTHING of merit, where&#39;s the imagination? depth? artistic merit? musical merit? This has absolutely NOTHING interesting, Joaquin does NOTHING NEW, and presents nothing interesting, Gaga who is supposed to be a musician, sounds like somebody singing in their kitchen while cooking a meal, it&#39;s EMBARRASSING.<br>This says something about the lack of imagination, creativity, artistic quality etc, basically the HOLLOWNESS that is the Woke ideology that has taken over everything. They are stripping the world of all its interesting edginess, to replace it with BLAND.",0.2595959595959596,Positive
Yes Aliens and T2 but I’d also put Die hard 2up there.,-0.2916666666666667,Negative
Sequel that suck. Smokey and the Bandit 2 comes to mind.,0.0,Neutral
A musical????  That would be it&#39;s death.,0.0,Neutral
"I&#39;m a bit offended by how all the American channels are making fun of the title just because it&#39;s another language. If you guys made the effort to learn something more than English, you would probably struggle a lot less to pronounce it",0.12666666666666668,Positive
"Second Parts? Back to the Future II. Alien II. Lethal Waepon 2. Rambo 2, Etc, etc. C&#39;mon dude, you didn&#39;t even try. ( Maybe not better than the original, but pretty decent movies at least)",-0.0009259259259259288,Negative
"Aliens, Superman 2, Lethal Weapon 2, Terminator 2....",0.0,Neutral
The way the internet is talking about the joker 2 makes me think it’s actually doing the opposite,0.0,Neutral
They made a great movie into a musical. That right there will discourage so many movie goers. No one wanted to see a musical they mearly  wanted to see the story continue,0.31714285714285717,Positive
"Sequels that weren&#39;t planned but made because the popularity of the first one - the godfather 2, empire strikes back, terminator 2, aliens.",0.125,Positive
That movie was awful. A musical bag of crap. Waste of time and money.,-0.5,Negative
The only one true Joker is dead..🫡🙏 H.Leader...let&#39;s get real 👍,0.18333333333333335,Positive
"I didn&#39;t know it was coming out until a couple days prior, but I don&#39;t watch tv or go the cinema anymore.  There are a couple exceptions to the sequel rule.  Aliens is one of them.",0.0,Neutral
Lady gaga is a fairly good actress if you watch her other movies,0.2875,Positive
I had no idea joker 2 existed till 1 week before the release,0.0,Neutral
He should of embraced being the joker broke out of prison with harley and rained terror on Gotham together like there supposed to and would of left room for a third film with batman and this version of the joker there so the first 2 movies would of shown how the joker was created,0.08333333333333333,Positive
"Puss in Boots: The Last Wish.  WAY better than the the first.<br>Also, Shrek 2 for that matter.",0.25,Positive
Only Americans can’t pronounce it,0.0,Neutral
Star Wars was a standalone movie. Empire Strikes Back and Return Of The Jedi were both great and unplanned,0.4,Positive
Is it a woke shit show...,-0.2,Negative
Aliens - unplanned excellent sequel?,1.0,Positive
"I can count on one hand the amount of sequels that have equalled or surpassed the original.  Doctor Sleep, Tron Legacy, 2010.",0.375,Positive
I&#39;m sure someone said that it dropped 85%.  Not sure how true that is.,0.19999999999999998,Positive
I&#39;m looking forward to the 3rd movie 🥰,0.0,Neutral
Can&#39;t even pronounce the title... continues on to have a strong opinion about the content he struggles to grasp: The dullness of the USA in a nutshell,0.4333333333333333,Positive
huge trash,0.4000000000000001,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=83"">1:23</a> “In fact the movie has failed by every possible measure despite having every possible advantage.. ….. WHICH LEADS ME TO D.E.I.”",-0.16666666666666666,Negative
"I don&#39;t know how anybody can watch new movies, they all suck.",0.13636363636363635,Positive
"Here are rare sequels that were better than their original counterparts. I&#39;m not including the God Father because I have yet to see any of those movies. I will only include the movies in which I have watched, and these are based solely on my personal opinions. <br>In no particular order.<br><br>Better than the original:<br><br>1. Aliens<br>2. Empire Strikes Back<br>3. The 3rd Indian Jones (Cup of the Covenant)<br>4. Rocky 2 (Better than Rocky 1)<br>5. Rocky 4 (Best Rocky movie ever)<br>6. Toy Story 2<br>7. Superman 2 (with Christopher Reeve)<br>8. Star Trek 2 (Wrath of Khan)<br>9. Spiderman 2 (2004)<br>10. X-Men 2 <br>11. The Dark Knight (With Heath Ledger as the Joker)",0.2441666666666667,Positive
"High school musical, the 3d one is arguably the best in the bunch. I have no idea if it was planned or not. I love Bambie 2 much more than the first.",0.27666666666666667,Positive
"Its just a comic book movie ffs, get a life",0.25,Positive
"Once again.... Get woke, go broke.<br>A repentant Joker is so gross because he was right and he knew it.    Even if you don&#39;t like the WAY he delivered his message, you have to admit he was right.",0.19047619047619047,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=200"">3:20</a> Terminator 2 maybe",0.0,Neutral
The first one sucked too it was basically just about a meth head doing meth head stuff like I see that everyday on my way to work,0.024999999999999994,Positive
Madagascar 3 is the exception.,0.0,Neutral
"You would think that Hollywood execs know their business, but I can honestly say that, had I been asked whether making a musical version of The Joker was a good idea, I would honestly thought they were kidding. How could ANYBODY think that was a good idea?",0.5199999999999999,Positive
